Ingredients,sample_id,Source,Amounts_kg,FoodEx2,food_group,CO2,Landuse
yoghurt,Fat free yoghurt oatmeal cookies,kochbar,0.24500000000000002,A02NF,Milk and dairy products,0.42204195806500006,0.357865168465
yoghurt,lentil salad tahini dressing,bbc,0.24,A02NF,Milk and dairy products,0.41342885688000003,0.35056179767999995
yoghurt,marinated chicken pita sandwich,allrecipes,0.12250000000000001,A02NF,Milk and dairy products,0.21102097903250003,0.1789325842325
yoghurt,Salad du pain,kochbar,0.2,A02NF,Milk and dairy products,0.34452404740000003,0.2921348314
raisin,applesauce cake iii,allrecipes,0.147,A01ME,Fruit and fruit products,0.178575420807,0.27129268288499997
raisin,carrot cake,bbc,0.1,A01ME,Fruit and fruit products,0.12147987810000001,0.1845528455
raisin,Chili Cabbage with Smoked Tofu and Mango,kochbar,0.008995502248875561,A01ME,Fruit and fruit products,0.010927725166416791,0.01660145536731634
asparagus,Asparagus pancake,kochbar,0.36,A00RT,Vegetables and vegetable products,0.77716449072,2.2977861163199997
asparagus,asparagus potato and onion frittata,allrecipes,0.45359,A00RT,Vegetables and vegetable products,0.9792056704046801,2.89514667917108
asparagus,Beef Filet Mignon With Green Asparagus,kochbar,0.25,A00RT,Vegetables and vegetable products,0.539697563,1.595684803
cheese cream,Asparagus pancake,kochbar,0.1,A02QZ,Milk and dairy products,1.195431986,1.168539326
cheese cream,chewy chocolate chip cookies,bbc,0.2,A02QZ,Milk and dairy products,2.390863972,2.337078652
cheese cream,Creamy Filled Meatballs,kochbar,0.1,A02QZ,Milk and dairy products,1.195431986,1.168539326
cheese cream,Monchou cake,alberheijn,0.2,A02QZ,Milk and dairy products,2.390863972,2.337078652
cheese cream,Trout sandwich,kochbar,0.048665667166416786,A02QZ,Milk and dairy products,0.5817649515076461,0.56867745909985
cheese cream,White chocolate and cherry cake,alberheijn,0.2,A02QZ,Milk and dairy products,2.390863972,2.337078652
parmesan cheese,Asparagus pancake,kochbar,0.025,A02ZH,Milk and dairy products,0.32855287850000003,0.3235722375
parmesan cheese,baked onion dip ii,allrecipes,0.011994002998500751,A02ZH,Milk and dairy products,0.1576265683958021,0.15523705547226388
parmesan cheese,cheese onion pie,bbc,0.025,A02ZH,Milk and dairy products,0.32855287850000003,0.3235722375
parmesan cheese,spinach ricotta pancake bake,bbc,0.05,A02ZH,Milk and dairy products,0.6571057570000001,0.647144475
cheese cheddar,asparagus potato and onion frittata,allrecipes,0.049,A02ZH,Milk and dairy products,0.64396364186,0.6342015855
cheese cheddar,baked onion dip ii,allrecipes,0.2268,A02ZH,Milk and dairy products,2.980631713752,2.9354473386
cheese cheddar,cheese onion pie,bbc,0.15,A02ZH,Milk and dairy products,1.9713172709999998,1.9414334249999998
cheese cheddar,ploughmans sandwich,bbc,0.05,A02ZH,Milk and dairy products,0.6571057570000001,0.647144475
cheese cheddar,Vegetarian Pie with vegetarian mince,alberheijn,0.1,A02ZH,Milk and dairy products,1.3142115140000001,1.29428895
cheese mozzarella,asparagus potato and onion frittata,allrecipes,0.049,A02SV,Milk and dairy products,0.64396364186,0.6342015855
cheese mozzarella,basil tomato and mozzarella sandwich,allrecipes,0.1134,A02SV,Milk and dairy products,1.490315856876,1.4677236693
cheese mozzarella,Courgette salad,alberheijn,0.125,A02SV,Milk and dairy products,1.6427643925,1.6178611875
cheese mozzarella,Delicious dubbeldecker sandwiches,kochbar,0.1,A02SV,Milk and dairy products,1.3142115140000001,1.29428895
cheese mozzarella,Jacket potato and onion gratin,kochbar,0.2,A02SV,Milk and dairy products,2.6284230280000003,2.5885779
cheese mozzarella,Mozarella french toast arugula salad,kochbar,0.1,A02SV,Milk and dairy products,1.3142115140000001,1.29428895
cheese mozzarella,spinach ricotta pancake bake,bbc,0.225,A02SV,Milk and dairy products,2.9569759065,2.9121501375
cheese mozzarella,Tortellini salad,kochbar,0.2,A02SV,Milk and dairy products,2.6284230280000003,2.5885779
ham,asparagus potato and onion frittata,allrecipes,0.279055,A022T,Meat and meat products,2.85900584991105,4.4109716472199
ham,Pancake pie with spinach,alberheijn,0.2,A022T,Meat and meat products,2.049062622,3.1613636360000004
potato,asparagus potato and onion frittata,allrecipes,0.14666666666666667,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.07380368248000001,0.0569388666
potato,bangers n mash with onion gravy,bbc,1,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.503206926,0.388219545
potato,Bean Stew With Beef,kochbar,0.525,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.26418363615000007,0.203815261125
potato,Beef Filet Mignon With Green Asparagus,kochbar,1,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.503206926,0.388219545
potato,cheese onion pie,bbc,0.35,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.1761224241,0.13587684074999998
potato,Egg balls,alberheijn,0.67,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.33714864042000003,0.26010709515
potato,friday night veggie soup,allrecipes,1.36077,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.6847488886930201,0.52827751024965
potato,Jacket potato and onion gratin,kochbar,0.5866666666666667,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.29521472992000003,0.2277554664
potato,kellys pressure cooker beef stew,allrecipes,0.29333333333333333,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.14760736496000001,0.1138777332
potato,"Leek mash with sweet potato, pickled onion and pork bratwurst",alberheijn,0.5,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.251603463,0.1941097725
potato,mashed potato rutabaga and parsnip casserole with caramelized onions,allrecipes,1.36077,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.6847488886930201,0.52827751024965
potato,Nicoise salad,alberheijn,0.5,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.251603463,0.1941097725
potato,One pot bean soup,kochbar,0.6666666666666667,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.3354712840000001,0.25881303000000005
potato,Potato casserole with onion crust,kochbar,0.5,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.251603463,0.1941097725
potato,Potato soup,kochbar,1.32,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.6642331423200001,0.5124497994
potato,Potato soup with Bratwurst Sausage,kochbar,1,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.503206926,0.388219545
potato,soup maker broccoli and stilton soup,bbc,0.07333333333333333,A00ZT,"Starchy roots or tubers and products thereof, sugar plants",0.036901841240000004,0.0284694333
bacon,Bacon pancakes with onion,alberheijn,0.3,A022X,Meat and meat products,3.0735939329999997,4.742045454
bacon,beef bourguignon,bbc,0.3,A022X,Meat and meat products,3.0735939329999997,4.742045454
bacon,"Dutch club sandwich with bacon, chicken and fried egg",alberheijn,0.12,A022X,Meat and meat products,1.2294375732,1.8968181816
bacon,Fiery Beef Roulades,kochbar,0.08,A022X,Meat and meat products,0.8196250488,1.2645454544
bacon,Gourmet pancakes,alberheijn,0.08,A022X,Meat and meat products,0.8196250488,1.2645454544
bacon,Pancakes with apple and bacon,kochbar,0.32,A022X,Meat and meat products,3.2785001952,5.0581818176
bacon,Potato soup,kochbar,0.125,A022X,Meat and meat products,1.28066413875,1.9758522725
bacon,Quiche with Onions and Roasted Bell Peppers,kochbar,0.25,A022X,Meat and meat products,2.5613282775,3.951704545
shallot,Bacon pancakes with onion,alberheijn,0.156,A0DNB,Vegetables and vegetable products,0.066093897948,0.061503508248
shallot,Chili Cabbage with Smoked Tofu and Mango,kochbar,0.117,A0DNB,Vegetables and vegetable products,0.049570423461,0.046127631186
shallot,ma lipos apricot glazed turkey with roasted onion and shallot gravy,allrecipes,0.17010000000000003,A0DNB,Vegetables and vegetable products,0.0720677694933,0.06706247918580001
shallot,Rice salad,alberheijn,0.078,A0DNB,Vegetables and vegetable products,0.033046948974,0.030751754124
broth cube beef,Baden onion soup,kochbar,0.03,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,bangers n mash with onion gravy,bbc,0.008,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,beef curry,bbc,0.006,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,beef goulash,bbc,0.006,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,beef stroganoff,bbc,0.002,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,beef tips and merlot gravy with beef and onion rice,allrecipes,0.024097499999999997,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,broccoli beef i,allrecipes,0.0059535,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,Calf liver with onion venetian style,kochbar,0.006,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,french onion soup,bbc,0.026,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,kellys pressure cooker beef stew,allrecipes,0.02,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,kens texas chili,allrecipes,0.007938,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,korean tofu and vegetable soup,allrecipes,0.0147,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,lamb barley soup,allrecipes,0.0059535,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,One pot bean soup,kochbar,0.008,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,Oxtail soup,alberheijn,0.03,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,Sausages with onion gravy,alberheijn,0.007,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,slow cooker beef stew,bbc,0.02,A043F,"Seasoning, sauces and condiments",NA,NA
broth cube beef,Soup with beef,alberheijn,0.02,A043F,"Seasoning, sauces and condiments",NA,NA
cream household 18 %,Baden onion soup,kochbar,0.05997001499250375,A02ML,Milk and dairy products,0.6406143136431783,0.6256903652173913
cream household 18 %,Beef Filet Mignon With Green Asparagus,kochbar,0.029985007496251874,A02ML,Milk and dairy products,0.32030715682158917,0.31284518260869565
cream household 18 %,Cake with Milka Chocolate Hearts,kochbar,0.5,A02ML,Milk and dairy products,5.34112184,5.21669342
cream household 18 %,mushroom soup,bbc,0.05997001499250375,A02ML,Milk and dairy products,0.6406143136431783,0.6256903652173913
cream household 18 %,Potato soup with Bratwurst Sausage,kochbar,0.1,A02ML,Milk and dairy products,1.0682243679999999,1.043338684
cream household 18 %,Quiche with Onions and Roasted Bell Peppers,kochbar,0.25,A02ML,Milk and dairy products,2.67056092,2.60834671
cream household 18 %,Wild Garlic and Asparagus Soup,kochbar,0.3,A02ML,Milk and dairy products,3.204673104,3.130016052
wine white,Baden onion soup,kochbar,0.125,A03MT,Alcoholic beverages,0.174658570375,0.066056910625
wine white,beef goulash,bbc,0.075,A03MT,Alcoholic beverages,0.10479514222499998,0.039634146375000005
wine white,french onion soup,bbc,0.25,A03MT,Alcoholic beverages,0.34931714075,0.13211382125
mayonnaise,baked onion dip ii,allrecipes,0.430808,A044X,"Seasoning, sauces and condiments",1.78443466097456,7.762852541547601
mayonnaise,Bbq steak sandwich,alberheijn,0.052725637181409296,A044X,"Seasoning, sauces and condiments",0.2183930068811994,0.9500783332677661
mayonnaise,coronation egg mayo sandwiches,bbc,0.026362818590704648,A044X,"Seasoning, sauces and condiments",0.1091965034405997,0.47503916663388307
mayonnaise,"Dutch club sandwich with bacon, chicken and fried egg",alberheijn,0.06590704647676163,A044X,"Seasoning, sauces and condiments",0.27299125860149925,1.187597916584708
mayonnaise,egg cress club sandwich,bbc,0.026362818590704648,A044X,"Seasoning, sauces and condiments",0.1091965034405997,0.47503916663388307
mayonnaise,georgia cracker salad,allrecipes,0.32310600000000006,A044X,"Seasoning, sauces and condiments",1.3383259957309201,5.8221394061607015
mayonnaise,ploughmans sandwich,bbc,0.026362818590704648,A044X,"Seasoning, sauces and condiments",0.1091965034405997,0.47503916663388307
mayonnaise,Rice salad,alberheijn,0.052725637181409296,A044X,"Seasoning, sauces and condiments",0.2183930068811994,0.9500783332677661
mayonnaise,Russian salmon salad,alberheijn,0.06590704647676163,A044X,"Seasoning, sauces and condiments",0.27299125860149925,1.187597916584708
mayonnaise,Salad du pain,kochbar,0.026362818590704648,A044X,"Seasoning, sauces and condiments",0.1091965034405997,0.47503916663388307
sausage pork,baked pancakes with sausages,allrecipes,0.45359,A01RG,Meat and meat products,5.4890621011189005,8.5769745458669
sausage pork,bangers n mash with onion gravy,bbc,0.454,A01RG,Meat and meat products,5.49402366434,8.58472727314
sausage pork,Curry sausage sandwich,kochbar,0.227,A01RG,Meat and meat products,2.74701183217,4.29236363657
sausage pork,"Leek mash with sweet potato, pickled onion and pork bratwurst",alberheijn,0.227,A01RG,Meat and meat products,2.74701183217,4.29236363657
sausage pork,Sausages with onion gravy,alberheijn,0.227,A01RG,Meat and meat products,2.74701183217,4.29236363657
vinegar balsamic,Baked Tofu with Rosemary,alberheijn,0.029985007496251874,A044L,"Seasoning, sauces and condiments",NA,NA
vinegar balsamic,basil tomato and mozzarella sandwich,allrecipes,0.12250000000000001,A044L,"Seasoning, sauces and condiments",NA,NA
vinegar balsamic,Mozarella french toast arugula salad,kochbar,0.014992503748125937,A044L,"Seasoning, sauces and condiments",NA,NA
vinegar balsamic,Roasted tomato soup,alberheijn,0.029985007496251874,A044L,"Seasoning, sauces and condiments",NA,NA
wine red,bangers n mash with onion gravy,bbc,0.11,A03MT,Alcoholic beverages,0.15369954193,0.05813008135000001
wine red,beef bourguignon,bbc,1.5,A03MT,Alcoholic beverages,2.0959028445,0.7926829275
wine red,beef tips and merlot gravy with beef and onion rice,allrecipes,0.061250000000000006,A03MT,Alcoholic beverages,0.08558269948375,0.03236788620625001
hamburger bun,barbecue tofu sandwiches,allrecipes,0.48,A004X,Grains and grain-based products,0.46378947504,1.58840055024
hamburger bun,kendras maid rite sandwiches,allrecipes,1.28,A004X,Grains and grain-based products,1.23677193344,4.23573480064
sauce barbeque,barbecue tofu sandwiches,allrecipes,0.41013,A045B,"Seasoning, sauces and condiments",1.05110056478952,0.04920814424673
sauce barbeque,hearty sausage soup,allrecipes,0.13671,A045B,"Seasoning, sauces and condiments",0.35036685492984,0.01640271474891
chili flake dried,basil tomato and mozzarella sandwich,allrecipes,3.0437500000000007e-4,A042Z,"Seasoning, sauces and condiments",NA,NA
chili flake dried,easy broccoli salad,allrecipes,1.5218750000000003e-4,A042Z,"Seasoning, sauces and condiments",NA,NA
tomato,basil tomato and mozzarella sandwich,allrecipes,0.19,A0DMX,Vegetables and vegetable products,0.17461855456,0.01036206629
tomato,beef goulash,bbc,0.19,A0DMX,Vegetables and vegetable products,0.17461855456,0.01036206629
tomato,broiled vegetable sandwiches,allrecipes,0.19,A0DMX,Vegetables and vegetable products,0.17461855456,0.01036206629
tomato,cilantro avocado tomato and feta salad,allrecipes,0.76,A0DMX,Vegetables and vegetable products,0.69847421824,0.04144826516
tomato,Delicious dubbeldecker sandwiches,kochbar,0.19,A0DMX,Vegetables and vegetable products,0.17461855456,0.01036206629
tomato,"Dutch club sandwich with bacon, chicken and fried egg",alberheijn,0.38,A0DMX,Vegetables and vegetable products,0.34923710912,0.02072413258
tomato,egg cress club sandwich,bbc,0.026,A0DMX,Vegetables and vegetable products,0.023895170623999998,0.001417966966
tomato,epic summer salad,bbc,0.5,A0DMX,Vegetables and vegetable products,0.459522512,0.0272685955
tomato,georgia cracker salad,allrecipes,0.095,A0DMX,Vegetables and vegetable products,0.08730927728,0.005181033145
tomato,greek salad v,allrecipes,0.19,A0DMX,Vegetables and vegetable products,0.17461855456,0.01036206629
tomato,marinated chicken pita sandwich,allrecipes,0.095,A0DMX,Vegetables and vegetable products,0.08730927728,0.005181033145
tomato,Nicoise salad,alberheijn,0.2,A0DMX,Vegetables and vegetable products,0.1838090048,0.010907438200000001
tomato,Pasta salad,alberheijn,0.3,A0DMX,Vegetables and vegetable products,0.2757135072,0.016361157299999998
tomato,Pulled beef and salsa,alberheijn,0.7,A0DMX,Vegetables and vegetable products,0.6433315168,0.038176033699999994
tomato,Rice salad,alberheijn,0.12,A0DMX,Vegetables and vegetable products,0.11028540288,0.00654446292
tomato,Roasted tomato soup,alberheijn,0.75,A0DMX,Vegetables and vegetable products,0.689283768,0.04090289325
tomato,Soup with beef,alberheijn,0.75,A0DMX,Vegetables and vegetable products,0.689283768,0.04090289325
tomato,taco salad,bbc,0.19,A0DMX,Vegetables and vegetable products,0.17461855456,0.01036206629
tomato,Tortellini salad,kochbar,0.19,A0DMX,Vegetables and vegetable products,0.17461855456,0.01036206629
tomato,Trout sandwich,kochbar,0.095,A0DMX,Vegetables and vegetable products,0.08730927728,0.005181033145
beef rib-eye steak,Bbq steak sandwich,alberheijn,0.5,A049S,Meat and meat products,17.020821335,29.434974745
beef rib-eye steak,Cote de Boeuf,alberheijn,0.8,A049S,Meat and meat products,27.233314136000004,47.09595959200001
beef rib-eye steak,Limburgs Zuurvlees,alberheijn,0.6,A049S,Meat and meat products,20.424985602,35.321969694
cheese semi-hard,Bbq steak sandwich,alberheijn,0.2,A02SV,Milk and dairy products,2.6284230280000003,2.5885779
cheese semi-hard,Gourmet pancakes,alberheijn,0.1,A02SV,Milk and dairy products,1.3142115140000001,1.29428895
cheese semi-hard,Roasted chicory with beet and pear,alberheijn,0.05,A02SV,Milk and dairy products,0.6571057570000001,0.647144475
mushroom,Bbq steak sandwich,alberheijn,0.1,A00TQ,Vegetables and vegetable products,0.49270830390000003,0.0010558015
mushroom,beef bourguignon,bbc,0.4,A00TQ,Vegetables and vegetable products,1.9708332156000001,0.004223206
mushroom,beef stroganoff,bbc,0.25,A00TQ,Vegetables and vegetable products,1.23177075975,0.00263950375
mushroom,beef tips and merlot gravy with beef and onion rice,allrecipes,0.4536,A00TQ,Vegetables and vegetable products,2.2349248664904002,0.004789115604
mushroom,chicken noodle soup,bbc,0.04,A00TQ,Vegetables and vegetable products,0.19708332156000002,4.2232060000000005e-4
mustard whole grain,Bbq steak sandwich,alberheijn,0.014992503748125937,A044G,"Seasoning, sauces and condiments",NA,NA
mustard whole grain,ploughmans sandwich,bbc,0.005,A044G,"Seasoning, sauces and condiments",NA,NA
sauce worcestershire,Bbq steak sandwich,alberheijn,0.12194902548725636,Composite ingredient not in SHARP,"Seasoning, sauces and condiments",0.046244155073609156,0.03074300859350785
sauce worcestershire,beef tips and merlot gravy with beef and onion rice,allrecipes,0.07407750000000002,Composite ingredient not in SHARP,"Seasoning, sauces and condiments",0.0280908468417672,0.018674730773667086
sauce worcestershire,kendras maid rite sandwiches,allrecipes,0.01742128935532234,Composite ingredient not in SHARP,"Seasoning, sauces and condiments",0.006606307867658452,0.004391858370501122
sauce worcestershire,slow cooker beef stew,bbc,0.03484257871064468,Composite ingredient not in SHARP,"Seasoning, sauces and condiments",0.013212615735316903,0.008783716741002244
bean green,Bean Stew With Beef,kochbar,0.38,A00PC,Vegetables and vegetable products,0.22672537512000002,0.20513681664
bean green,Green curry soup,alberheijn,0.3,A00PC,Vegetables and vegetable products,0.1789937172,0.16195011839999998
bean green,Minced meat hash with puree,alberheijn,0.4,A00PC,Vegetables and vegetable products,0.23865828960000002,0.2159334912
bean green,Nicoise salad,alberheijn,0.4,A00PC,Vegetables and vegetable products,0.23865828960000002,0.2159334912
bean green,One pot bean soup,kochbar,1,A00PC,Vegetables and vegetable products,0.596645724,0.539833728
bean green,Rice salad,alberheijn,0.6,A00PC,Vegetables and vegetable products,0.3579874344,0.32390023679999996
bean green,Tofu with orange-ginger beans,alberheijn,0.5,A00PC,Vegetables and vegetable products,0.298322862,0.269916864
bean white canned,Bean Stew With Beef,kochbar,0.29,A01BB,"Legumes, nuts, oilseeds and spices",0.35617961356,0.16249678547000002
beef shank,Bean Stew With Beef,kochbar,2,A049S,Meat and meat products,68.08328534,117.73989898
beef shank,One pot bean soup,kochbar,0.4,A049S,Meat and meat products,13.616657068000002,23.547979796000003
carrot,Bean Stew With Beef,kochbar,0.16,A00QH,Vegetables and vegetable products,0.06263479968,0.042674592000000004
carrot,beef bourguignon,bbc,0.29,A00QH,Vegetables and vegetable products,0.11352557442,0.07734769799999999
carrot,cabbage soup,bbc,0.09666666666666666,A00QH,Vegetables and vegetable products,0.037841858140000004,0.025782566
carrot,carrot cake,bbc,0.265,A00QH,Vegetables and vegetable products,0.10373888697000001,0.070679793
carrot,Carrot Soup,alberheijn,0.25,A00QH,Vegetables and vegetable products,0.0978668745,0.06667905
carrot,friday night veggie soup,allrecipes,0.1134,A00QH,Vegetables and vegetable products,0.0443924142732,0.030245617080000002
carrot,kellys pressure cooker beef stew,allrecipes,0.196,A00QH,Vegetables and vegetable products,0.076727629608,0.0522763752
carrot,lamb barley soup,allrecipes,0.38666666666666666,A00QH,Vegetables and vegetable products,0.15136743256000001,0.103130264
carrot,lentil salad tahini dressing,bbc,0.32,A00QH,Vegetables and vegetable products,0.12526959936,0.08534918400000001
carrot,One pot bean soup,kochbar,0.16,A00QH,Vegetables and vegetable products,0.06263479968,0.042674592000000004
carrot,Oxtail soup,alberheijn,0.09666666666666666,A00QH,Vegetables and vegetable products,0.037841858140000004,0.025782566
carrot,Potato soup,kochbar,0.35333333333333333,A00QH,Vegetables and vegetable products,0.13831851596,0.09423972400000001
carrot,Potato soup with Bratwurst Sausage,kochbar,0.09666666666666666,A00QH,Vegetables and vegetable products,0.037841858140000004,0.025782566
carrot,Pulled beef and salsa,alberheijn,0.3,A00QH,Vegetables and vegetable products,0.1174402494,0.08001486000000001
carrot,raw vegan broccoli salad,bbc,0.19333333333333333,A00QH,Vegetables and vegetable products,0.07568371628000001,0.051565132
carrot,Rice with tofu and sunflower seeds,kochbar,0.19333333333333333,A00QH,Vegetables and vegetable products,0.07568371628000001,0.051565132
carrot,Roll with cucumber and goat cheese,alberheijn,0.15,A00QH,Vegetables and vegetable products,0.0587201247,0.040007430000000004
carrot,slow cooker beef stew,bbc,0.29,A00QH,Vegetables and vegetable products,0.11352557442,0.07734769799999999
carrot,Soup with beef,alberheijn,0.2,A00QH,Vegetables and vegetable products,0.07829349960000001,0.05334324000000001
carrot,Veggie Vitamin Cick,kochbar,0.19333333333333333,A00QH,Vegetables and vegetable products,0.07568371628000001,0.051565132
celariac root,Bean Stew With Beef,kochbar,0.064,A00QJ,Vegetables and vegetable products,0.060580124736,0.0025487158399999997
celariac root,friday night veggie soup,allrecipes,0.1134,A00QJ,Vegetables and vegetable products,0.10734040851660001,0.0045160058789999995
celariac root,One pot bean soup,kochbar,0.064,A00QJ,Vegetables and vegetable products,0.060580124736,0.0025487158399999997
celariac root,Potato soup,kochbar,0.064,A00QJ,Vegetables and vegetable products,0.060580124736,0.0025487158399999997
leek,Bean Stew With Beef,kochbar,0.058,A00SB,Vegetables and vegetable products,0.030374430524,0.05430778815
leek,Green curry soup,alberheijn,0.2,A00SB,Vegetables and vegetable products,0.1047394156,0.187268235
leek,"Leek mash with sweet potato, pickled onion and pork bratwurst",alberheijn,0.7,A00SB,Vegetables and vegetable products,0.3665879546,0.6554388225
leek,One pot bean soup,kochbar,0.058,A00SB,Vegetables and vegetable products,0.030374430524,0.05430778815
leek,Oxtail soup,alberheijn,0.25,A00SB,Vegetables and vegetable products,0.1309242695,0.23408529375
leek,Potato soup,kochbar,0.058,A00SB,Vegetables and vegetable products,0.030374430524,0.05430778815
leek,soup maker broccoli and stilton soup,bbc,0.25,A00SB,Vegetables and vegetable products,0.1309242695,0.23408529375
leek,Soup with beef,alberheijn,0.25,A00SB,Vegetables and vegetable products,0.1309242695,0.23408529375
leek,Vegetable soup with chicken and rice,alberheijn,0.4,A00SB,Vegetables and vegetable products,0.2094788312,0.37453647
mustard seed,Bean Stew With Beef,kochbar,0.009220389805097451,A044G,"Seasoning, sauces and condiments",NA,NA
beef chuck roll,beef bourguignon,bbc,1.6,A049S,Meat and meat products,54.46662827200001,94.19191918400001
beef chuck roll,beef curry,bbc,0.5,A049S,Meat and meat products,17.020821335,29.434974745
beef chuck roll,beef goulash,bbc,0.7,A049S,Meat and meat products,23.829149869,41.208964643
beef chuck roll,Fiery Beef Roulades,kochbar,0.8,A049S,Meat and meat products,27.233314136000004,47.09595959200001
beef chuck roll,kellys pressure cooker beef stew,allrecipes,0.5669875,A049S,Meat and meat products,19.301185873356626,33.37852548646138
beef chuck roll,One pot bean soup,kochbar,0.4,A049S,Meat and meat products,13.616657068000002,23.547979796000003
beef chuck roll,Pulled beef and salsa,alberheijn,1,A049S,Meat and meat products,34.04164267,58.86994949
beef chuck roll,Roastbeef In Rusks With Herbs,kochbar,1.5,A049S,Meat and meat products,51.062464005,88.304924235
beef chuck roll,slow cooker beef stew,bbc,0.9,A049S,Meat and meat products,30.637478403000003,52.982954541000005
beef chuck roll,Soup with beef,alberheijn,0.3,A049S,Meat and meat products,10.212492801,17.660984847
pearl onion,beef bourguignon,bbc,0.5,A00HC,Vegetables and vegetable products,0.2118394165,0.197126629
tomato puree,beef bourguignon,bbc,0.014992503748125937,A00ZD,Vegetables and vegetable products,0.05065750175412294,0.0018671378260869565
tomato puree,beef goulash,bbc,0.029985007496251874,A00ZD,Vegetables and vegetable products,0.10131500350824588,0.003734275652173913
tomato puree,slow cooker beef stew,bbc,0.029985007496251874,A00ZD,Vegetables and vegetable products,0.10131500350824588,0.003734275652173913
tomato puree,taco salad,bbc,0.014992503748125937,A00ZD,Vegetables and vegetable products,0.05065750175412294,0.0018671378260869565
cream double 48 %,beef curry,bbc,0.029985007496251874,A02ML,Milk and dairy products,0.32030715682158917,0.31284518260869565
cream double 48 %,cheese onion pie,bbc,0.1,A02ML,Milk and dairy products,1.0682243679999999,1.043338684
cream double 48 %,chewy chocolate chip cookies,bbc,0.12,A02ML,Milk and dairy products,1.2818692416,1.2520064208000001
cream double 48 %,chocolate raspberry birthday layer cake,bbc,0.3,A02ML,Milk and dairy products,3.204673104,3.130016052
beef tenderloin,Beef Filet Mignon With Green Asparagus,kochbar,0.8,A049S,Meat and meat products,27.233314136000004,47.09595959200001
beef tenderloin,beef stroganoff,bbc,0.5,A049S,Meat and meat products,17.020821335,29.434974745
beef tenderloin,coffee crusted beef tenderloin steak,allrecipes,0.17010000000000003,A049S,Meat and meat products,5.7904834181670015,10.013778408249003
mustard,Beef Filet Mignon With Green Asparagus,kochbar,0.014992503748125937,A044G,"Seasoning, sauces and condiments",NA,NA
mustard,beef stroganoff,bbc,0.005,A044G,"Seasoning, sauces and condiments",NA,NA
mustard,Creamy Filled Meatballs,kochbar,0.014992503748125937,A044G,"Seasoning, sauces and condiments",NA,NA
mustard,Fiery Beef Roulades,kochbar,0.029985007496251874,A044G,"Seasoning, sauces and condiments",NA,NA
mustard,kendras maid rite sandwiches,allrecipes,0.01,A044G,"Seasoning, sauces and condiments",NA,NA
mustard,Roastbeef In Rusks With Herbs,kochbar,0.029985007496251874,A044G,"Seasoning, sauces and condiments",NA,NA
mustard,Veggie Vitamin Cick,kochbar,0.01,A044G,"Seasoning, sauces and condiments",NA,NA
spirits 40 vol-% alcohol brandy,Beef Filet Mignon With Green Asparagus,kochbar,0.06,A03PE,Alcoholic beverages,0.06918537377999999,0.0317073171
spirits 40 vol-% alcohol brandy,biscuit tortoni,allrecipes,0.04497751124437781,A03PE,Alcoholic beverages,0.051863098785607194,0.023768603523238382
sweet pepper green,Beef Filet Mignon With Green Asparagus,kochbar,0.17,A00JA,Vegetables and vegetable products,0.65065375102,0.0316158537
sweet pepper green,beef goulash,bbc,0.17,A00JA,Vegetables and vegetable products,0.65065375102,0.0316158537
sweet pepper green,broiled vegetable sandwiches,allrecipes,0.17,A00JA,Vegetables and vegetable products,0.65065375102,0.0316158537
sweet pepper green,chicken wings in tomato soup,allrecipes,0.34,A00JA,Vegetables and vegetable products,1.30130750204,0.0632317074
