FoodID,Food,Foodgroup,unit,g
09.106,"Sweets mix, without chocolate",Chocolate and other sweets,one,15
10.126,Soy sauce,"Soup, sauce/gravy, stew base",dl,115
10.126,Soy sauce,"Soup, sauce/gravy, stew base",tbsp,13
10.126,Soy sauce,"Soup, sauce/gravy, stew base",tsp,6
05.292,Chocolate frosting,"Dessert, ice cream etc",dl,130
05.292,Chocolate frosting,"Dessert, ice cream etc",tbsp,17
09.110,Sherbet,"Dessert, ice cream etc",dl,80
09.110,Sherbet,"Dessert, ice cream etc",scoop,75
09.110,Sherbet,"Dessert, ice cream etc",portion,95
12.016,Cheese doodles,Snacks,dl,10
12.015,Pork scratchings,Snacks,dl,17
12.015,Pork scratchings,Snacks,one,2
06.007,Potato crisps,Snacks,dl,12
06.009,"Potato snacks, extruded",Snacks,dl,20
12.014,Salted sticks,Snacks,one,2
12.017,Tortilla chips,Snacks,one,3
06.702,"Sesame paste, tahini",Vegetarian products and dishes,for a slice of bread,15
06.702,"Sesame paste, tahini",Vegetarian products and dishes,tbsp,16
12.009,"Bakers yeast, active, dry",Miscellaneous ingredients,tbsp,6
12.009,"Bakers yeast, active, dry",Miscellaneous ingredients,tsp,3
12.009,"Bakers yeast, active, dry",Miscellaneous ingredients,packet,12
12.007,"Bakers yeast, compressed",Miscellaneous ingredients,one,50
12.018,Baking powder,Miscellaneous ingredients,tbsp,14
12.018,Baking powder,Miscellaneous ingredients,tsp,5.5
09.011,Cocoa powder,Miscellaneous ingredients,tbsp,7
09.011,Cocoa powder,Miscellaneous ingredients,tsp,4.5
09.011,Cocoa powder,Miscellaneous ingredients,dl,50
12.110,Gelatin,Miscellaneous ingredients,tbsp,8
12.110,Gelatin,Miscellaneous ingredients,tsp,4
12.110,Gelatin,Miscellaneous ingredients,leaf,2
12.008,Mustard,Miscellaneous ingredients,tbsp,16
12.008,Mustard,Miscellaneous ingredients,tsp,7
12.008,Mustard,Miscellaneous ingredients,dl,100
10.134,Taco spice mix,Miscellaneous ingredients,tbsp,8
10.134,Taco spice mix,Miscellaneous ingredients,tsp,3.5
10.100,Bouillon powder,"Powder base, dry",dl,70
10.100,Bouillon powder,"Powder base, dry",tbsp,11
10.100,Bouillon powder,"Powder base, dry",tsp,4.5
11.001,Breast milk,Infant food,dl,100
11.001,Breast milk,Infant food,tbsp,11
11.001,Breast milk,Infant food,tsp,5
01.197,"Cocoa, prepared from instant powder and low-fat milk",Milk and milk based beverages,g,100
01.196,"Cocoa, prepared with low-fat milk",Milk and milk based beverages,g,100
01.008,"Milk beverage, chocolate flavour",Milk and milk based beverages,g,100
01.280,"Milk beverage, chocolate flavour, no added sugar, Litago Uten",Milk and milk based beverages,g,100
01.127,"Milk beverage, with chocolate flavour, Litago",Milk and milk based beverages,g,100
01.288,"Milk, chocolate, Styrk kakao",Milk and milk based beverages,g,100
01.170,"Milk, cultured, Biola",Milk and milk based beverages,g,100
01.082,"Milk, cultured, plain, organic",Milk and milk based beverages,g,100
01.237,"Milk, cultured, semi-skimmed, 0,1 % fat, blueberry and raspberry, BioQ",Milk and milk based beverages,g,100
01.171,"Milk, cultured, skimmed, blueberry, Biola",Milk and milk based beverages,g,100
01.214,"Milk, cultured, skimmed, raspberry, Biola",Milk and milk based beverages,g,100
01.085,"Milk, cultured, skimmed, Skummet kulturmelk",Milk and milk based beverages,g,100
01.213,"Milk, cultured, skimmed, strawberry, Biola",Milk and milk based beverages,g,100
01.084,"Milk, cultured, whole, Kefir",Milk and milk based beverages,g,100
01.083,"Milk, cultured, whole, Kulturmelk",Milk and milk based beverages,g,100
01.109,"Milk, for coffee, 3,5 % fat",Milk and milk based beverages,g,100
01.013,"Milk, goat, UHT-treated",Milk and milk based beverages,g,100
01.274,"Milk, semi-skimmed, 0,5 % fat, vitamin D",Milk and milk based beverages,g,100
01.230,"Milk, semi-skimmed, 0,5 % fat, vitamin D, Q-meieriene",Milk and milk based beverages,g,100
01.231,"Milk, semi-skimmed, 0,5-0,7 % fat, unspecified",Milk and milk based beverages,g,100
01.285,"Milk, semi-skimmed, 0,7 % fat, organic",Milk and milk based beverages,g,100
01.192,"Milk, semi-skimmed, 0,7 % fat, vitamin D, Tine",Milk and milk based beverages,g,100
01.228,"Milk, semi-skimmed, 1 % fat, Q-meieriene",Milk and milk based beverages,g,100
01.215,"Milk, semi-skimmed, 1,0 % fat, lactose free",Milk and milk based beverages,g,100
01.118,"Milk, semi-skimmed, 1,0 % fat, lactose reduced",Milk and milk based beverages,g,100
01.002,"Milk, semi-skimmed, 1,0 % fat, Tine",Milk and milk based beverages,g,100
01.268,"Milk, semi-skimmed, 1,2 % fat, organic",Milk and milk based beverages,g,100
01.119,"Milk, semi-skimmed, 1,2 % fat, UHT-treated",Milk and milk based beverages,g,100
01.229,"Milk, semi-skimmed, 1-1,2 % fat, unspecified",Milk and milk based beverages,g,100
01.278,"Milk, semi-skimmed, beetroot/apple/lime, Biola",Milk and milk based beverages,g,100
01.227,"Milk, semi-skimmed, chocolate flavour, vitamin D",Milk and milk based beverages,g,100
01.277,"Milk, semi-skimmed, cultured, lactose free, Biola",Milk and milk based beverages,g,100
01.292,"Milk, semi-skimmed, unspecified",Milk and milk based beverages,g,100
01.289,"Milk, skimmed, Styrk",Milk and milk based beverages,g,100
01.003,"Milk, skimmed, Tine",Milk and milk based beverages,g,100
01.291,"Milk, unspecified",Milk and milk based beverages,g,100
01.272,"Milk, whole, 3,5 % fat, lactose free",Milk and milk based beverages,g,100
01.283,"Milk, whole, 3,5 % fat, organic",Milk and milk based beverages,g,100
01.001,"Milk, whole, 3,5 % fat, Tine",Milk and milk based beverages,g,100
01.235,"Milk, whole, 3,9 % fat, Q-meieriene",Milk and milk based beverages,g,100
01.236,"Milk, whole, unspecified",Milk and milk based beverages,g,100
01.079,"Milkshake, chocolate flavour",Milk and milk based beverages,g,100
01.104,"Milkshake, strawberry flavour",Milk and milk based beverages,g,100
01.234,"Cultured milk, plain, Skyr",Yoghurt,g,100
01.233,"Cultured milk, with flavour, Skyr",Yoghurt,g,100
01.281,"Yoghurt, lactose free, lemon",Yoghurt,g,100
01.279,"Yoghurt, lactose free, vanilla",Yoghurt,g,100
01.172,"Yoghurt, plain, Biola",Yoghurt,g,100
01.174,"Yoghurt, skimmed, 0,1 % fat, fruit, Yoplait",Yoghurt,g,100
01.011,"Yoghurt, whole milk, plain",Yoghurt,g,100
01.275,"Yoghurt, whole milk, plain, lactose free",Yoghurt,g,100
01.290,"Yoghurt, whole milk, plain, organic",Yoghurt,g,100
01.222,"Yoghurt, with muesli and berries",Yoghurt,g,100
01.096,"Yoghurt, with strawberry",Yoghurt,g,100
01.176,"Coffee whitener, powder, Coffeemate","Cream, sour cream and replacer",g,100
01.177,"Coffee whitener, vegetable fat","Cream, sour cream and replacer",g,100
01.178,"Cream substitute, vegetable fat, for cooking","Cream, sour cream and replacer",g,100
01.294,"Cream substitute, vegetable fat, oat, 13 %","Cream, sour cream and replacer",g,100
01.293,"Cream substitute, vegetable fat, soy, 17 % fat","Cream, sour cream and replacer",g,100
01.179,"Cream substitute, vegetable fat, whipped cream, canned","Cream, sour cream and replacer",g,100
01.189,"Cream substitute, vegetable fat, whipping","Cream, sour cream and replacer",g,100
01.108,"Cream, coffee, 10 % fat","Cream, sour cream and replacer",g,100
01.175,"Cream, household, 18 % fat","Cream, sour cream and replacer",g,100
01.086,"Cream, sour, 35 % fat","Cream, sour cream and replacer",g,100
01.089,"Cream, sour, 35 % fat, Crème Fraîche","Cream, sour cream and replacer",g,100
01.088,"Cream, sour, extra low-fat, 10 % fat","Cream, sour cream and replacer",g,100
01.087,"Cream, sour, low-fat, 18 % fat","Cream, sour cream and replacer",g,100
01.286,"Cream, sour, low-fat, 18 % fat, organic","Cream, sour cream and replacer",g,100
01.225,"Cream, whipped, canned","Cream, sour cream and replacer",g,100
01.015,"Cream, whipping, 37 % fat","Cream, sour cream and replacer",g,100
01.273,"Cream, whipping, 37 % fat, lactose free","Cream, sour cream and replacer",g,100
01.295,"Cultured, thickened oat product","Cream, sour cream and replacer",g,100
01.180,"Dressing, sour cream with herbs","Cream, sour cream and replacer",g,100
01.036,"Quark, 1 % fat","Cream, sour cream and replacer",g,100
01.226,"Quark, 7 % fat","Cream, sour cream and replacer",g,100
01.261,"Cheese, blue mold, gorgonzola","Cheese, extra fat",g,100
01.042,"Cheese, blue mold, Norzola","Cheese, extra fat",g,100
01.287,"Cheese, blue mold, organic, Selbu Blå","Cheese, extra fat",g,100
01.264,"Cheese, blue mold, roquefort","Cheese, extra fat",g,100
01.144,"Cheese, blue mold, Royal Blue","Cheese, extra fat",g,100
01.252,"Cheese, blue mold, Selbu Blå","Cheese, extra fat",g,100
01.262,"Cheese, gruyere","Cheese, extra fat",g,100
01.027,"Cheese, hard, Cheddar","Cheese, extra fat",g,100
01.263,"Cheese, mascarpone","Cheese, extra fat",g,100
01.136,"Cheese, ripened, Brie","Cheese, extra fat",g,100
01.062,"Cheese, semihard, Crème Chérie","Cheese, extra fat",g,100
01.038,"Cheese, semihard, Gräddost","Cheese, extra fat",g,100
01.048,"Cheese, semihard, Ridderost","Cheese, extra fat",g,100
01.265,"Cheese, stilton, blue","Cheese, extra fat",g,100
01.282,"Cheese, Østavind","Cheese, extra fat",g,100
01.248,"Goat cheese, hard, white, Balsfjord","Cheese, extra fat",g,100
01.190,"Cheese substitute, vegetable fat","Cheese, full fat",g,100
01.037,"Cheese, blue mold, Normanna","Cheese, full fat",g,100
01.188,"Cheese, goat milk, Feta","Cheese, full fat",g,100
01.219,"Cheese, grated","Cheese, full fat",g,100
01.043,"Cheese, hard, caraway spiced, Nøkkelost","Cheese, full fat",g,100
01.030,"Cheese, hard, Edam","Cheese, full fat",g,100
01.035,"Cheese, hard, Jarlsberg","Cheese, full fat",g,100
01.245,"Cheese, hard, matured, Norvegia","Cheese, full fat",g,100
01.039,"Cheese, hard, Norvegia","Cheese, full fat",g,100
01.246,"Cheese, hard, organic, Norvegia","Cheese, full fat",g,100
01.200,"Cheese, hard, Parmesan","Cheese, full fat",g,100
01.247,"Cheese, hard, rich, Norvegia","Cheese, full fat",g,100
01.050,"Cheese, hard, Sveitser","Cheese, full fat",g,100
01.066,"Cheese, Mozarella","Cheese, full fat",g,100
01.161,"Cheese, processed, semihard, tomato flavour, Taffelost","Cheese, full fat",g,100
01.267,"Cheese, raclette","Cheese, full fat",g,100
01.025,"Cheese, ripened, Camembert","Cheese, full fat",g,100
01.046,"Cheese, semihard, Port Salut","Cheese, full fat",g,100
01.055,"Cheese, whey, cow and goat milk","Cheese, full fat",g,100
01.053,"Cheese, whey, cow milk","Cheese, full fat",g,100
01.052,"Cheese, whey, goat milk","Cheese, full fat",g,100
01.186,"Cheese, whey, unspecified","Cheese, full fat",g,100
01.185,"Cheese, white, unspecified","Cheese, full fat",g,100
01.117,"Cream cheese, goat milk, Snøfrisk","Cheese, full fat",g,100
01.260,"Cream cheese, goat milk, Snøfrisk, chantarelle","Cheese, full fat",g,100
01.257,"Cream cheese, goat milk, Snøfrisk, dill","Cheese, full fat",g,100
01.258,"Cream cheese, goat milk, Snøfrisk, red onion and thyme","Cheese, full fat",g,100
01.254,"Cream cheese, pepper","Cheese, full fat",g,100
01.150,"Cream cheese, plain","Cheese, full fat",g,100
01.253,"Cream cheese, spices","Cheese, full fat",g,100
01.212,"Cream cheese, with herbs","Cheese, full fat",g,100
01.269,"Creme cheese, Philadelphia","Cheese, full fat",g,100
01.251,"Goat cheese, chevre, Naturell","Cheese, full fat",g,100
01.249,"Goat cheese, hard, white, Kvitlin","Cheese, full fat",g,100
01.270,"Halloumi, cheese","Cheese, full fat",g,100
01.204,"Cheese spread, 10 % fat","Cheese, reduced fat",g,100
01.202,"Cheese spread, 3 % fat","Cheese, reduced fat",g,100
01.064,"Cheese spread, 7 % fat","Cheese, reduced fat",g,100
01.063,"Cheese spread, bacon flavour","Cheese, reduced fat",g,100
01.250,"Cheese, fermented skimmed milk, granular, caraway spiced, Pultost, Hedmark","Cheese, reduced fat",g,100
01.047,"Cheese, fermented skimmed milk, granular, caraway spiced, Pultost, Løiten","Cheese, reduced fat",g,100
01.142,"Cheese, hard, caraway spiced, low-fat, Nøkkelost","Cheese, reduced fat",g,100
01.071,"Cheese, hard, low-fat, Jarlsberg","Cheese, reduced fat",g,100
01.040,"Cheese, hard, low-fat, Norvegia","Cheese, reduced fat",g,100
01.266,"Cheese, ricotta","Cheese, reduced fat",g,100
01.138,"Cheese, semihard, low-fat, mozarella","Cheese, reduced fat",g,100
01.032,"Cheese, skimmed milk, matured, sharp, Gammelost","Cheese, reduced fat",g,100
01.060,"Cheese, whey spread","Cheese, reduced fat",g,100
01.059,"Cheese, whey spread","Cheese, reduced fat",g,100
01.220,"Cheese, whey spread, with iron","Cheese, reduced fat",g,100
01.072,"Cheese, whey, cow and goat milk, low-fat","Cheese, reduced fat",g,100
01.054,"Cheese, whey, cow milk, low-fat","Cheese, reduced fat",g,100
01.028,Cottage cheese,"Cheese, reduced fat",g,100
01.271,"Creme cheese, light, Philadelphia","Cheese, reduced fat",g,100
01.058,"Curd, milk and whey, sweetened","Cheese, reduced fat",g,100
02.002,Egg white,"Egg, raw",g,100
02.003,Egg yolk,"Egg, raw",g,100
02.030,"Egg, organic, raw","Egg, raw",g,100
02.001,"Egg, raw","Egg, raw",g,100
02.010,Egg-flip,"Egg, raw",g,100
02.039,"Egg white, boiled","Egg, prepared",g,100
02.040,"Egg yolk, boiled","Egg, prepared",g,100
02.026,"Egg, boiled","Egg, prepared",g,100
02.025,"Egg, fried in fat","Egg, prepared",g,100
02.037,"Egg, organic, boiled","Egg, prepared",g,100
02.038,"Egg, organic, fried","Egg, prepared",g,100
02.008,"Egg, scrambled, fried in fat","Egg, prepared",g,100
02.009,"Egg, scrambled, fried without fat","Egg, prepared",g,100
02.006,"Omelette, fried in fat","Egg, prepared",g,100
02.007,"Omelette, fried without fat","Egg, prepared",g,100
03.331,"Chicken, drumstick, with skin, raw","Poultry, raw",g,100
03.334,"Chicken, drumstick, without skin, raw","Poultry, raw",g,100
03.205,"Chicken, fillet, without skin, raw","Poultry, raw",g,100
03.225,"Chicken, leg (thigh and drumstick), with skin, raw","Poultry, raw",g,100
03.332,"Chicken, leg (thigh and drumstick), without skin, raw","Poultry, raw",g,100
03.390,"Chicken, skin, raw","Poultry, raw",g,100
03.330,"Chicken, thigh (leg without drumstick), with skin, raw","Poultry, raw",g,100
03.333,"Chicken, thigh (leg without drumstick), without skin, raw","Poultry, raw",g,100
03.006,"Chicken, with skin, raw","Poultry, raw",g,100
03.373,"Chicken, with skin, raw, landkylling","Poultry, raw",g,100
03.292,"Chicken, without skin, raw","Poultry, raw",g,100
03.001,"Duck, meat and skin, raw","Poultry, raw",g,100
03.231,"Duck, without skin, raw","Poultry, raw",g,100
03.002,"Goose, meat and skin, raw","Poultry, raw",g,100
03.305,"Goose, without skin, raw","Poultry, raw",g,100
03.008,"Grouse, breast, without skin, raw","Poultry, raw",g,100
03.224,"Hen, fillet, raw","Poultry, raw",g,100
03.003,"Hen, meat and skin, raw","Poultry, raw",g,100
03.237,"Hen, without skin, raw","Poultry, raw",g,100
03.204,"Turkey, breast, without skin, raw","Poultry, raw",g,100
03.004,"Turkey, meat and skin, raw","Poultry, raw",g,100
03.239,"Turkey, without skin, raw","Poultry, raw",g,100
03.242,"Chicken fillet, fried in fat","Poultry, prepared",g,100
03.395,"Chicken, drumstick, with skin, roasted","Poultry, prepared",g,100
03.396,"Chicken, drumstick, without skin, roasted","Poultry, prepared",g,100
03.418,"Chicken, fillet, simmered","Poultry, prepared",g,100
03.244,"Chicken, leg (thigh and drumstick), with skin, roasted","Poultry, prepared",g,100
03.392,"Chicken, leg (thigh and drumstick), without skin, roasted","Poultry, prepared",g,100
03.393,"Chicken, thigh (leg without drumstick), with skin, roasted","Poultry, prepared",g,100
03.394,"Chicken, thigh (leg without drumstick), without skin, roasted","Poultry, prepared",g,100
03.007,"Chicken, with skin, roasted","Poultry, prepared",g,100
03.391,"Chicken, with skin, roasted, landkylling","Poultry, prepared",g,100
03.246,"Chicken, without skin, roasted","Poultry, prepared",g,100
03.233,"Duck, with skin, roasted","Poultry, prepared",g,100
03.232,"Duck, without skin, roasted","Poultry, prepared",g,100
03.234,"Goose, with skin, roasted","Poultry, prepared",g,100
03.245,"Goose, without skin, roasted","Poultry, prepared",g,100
03.249,"Grouse breast, without skin, roasted","Poultry, prepared",g,100
03.236,"Hen, fillet, boiled","Poultry, prepared",g,100
03.206,"Hen, with skin, boiled","Poultry, prepared",g,100
03.241,"Turkey breast, without skin, roasted","Poultry, prepared",g,100
03.005,"Turkey, with skin, roasted","Poultry, prepared",g,100
03.240,"Turkey, without skin, roasted","Poultry, prepared",g,100
03.212,"Lamb striploin, raw","Lamb, mutton, raw",g,100
03.017,"Lamb, breast and skirt, with bone, raw","Lamb, mutton, raw",g,100
03.342,"Lamb, chops, cutlet, hind saddle, lean, fat trimmed, raw","Lamb, mutton, raw",g,100
03.266,"Lamb, chops, with fat, raw","Lamb, mutton, raw",g,100
03.218,"Lamb, for mutton and cabbage stew (Fårikål), raw","Lamb, mutton, raw",g,100
03.217,"Lamb, for stewing, raw","Lamb, mutton, raw",g,100
03.013,"Lamb, hind saddle, raw","Lamb, mutton, raw",g,100
03.211,"Lamb, inside round, raw","Lamb, mutton, raw",g,100
03.029,"Lamb, leg, cured, dried, smoked","Lamb, mutton, raw",g,100
03.014,"Lamb, leg, for roast, raw","Lamb, mutton, raw",g,100
03.015,"Lamb, leg, with shank and sirloin, raw","Lamb, mutton, raw",g,100
03.032,"Lamb, rib, cured, dried, smoked, raw","Lamb, mutton, raw",g,100
03.215,"Lamb, shoulder, for roast, raw","Lamb, mutton, raw",g,100
03.213,"Lamb, tenderloin, raw","Lamb, mutton, raw",g,100
03.343,"Lamb, trimmed fat, raw","Lamb, mutton, raw",g,100
03.031,"Mutton, for stewing, cured, raw","Lamb, mutton, raw",g,100
03.267,"Lamb, cutlet, pan-fried without fat","Lamb, mutton, prepared",g,100
03.265,"Lamb, leg, with shank and sirloin, roasted","Lamb, mutton, prepared",g,100
03.051,"Beef, bottom round, silverside, stewing, raw","Beef, veal, raw",g,100
03.057,"Beef, chuck roll, raw","Beef, veal, raw",g,100
03.221,"Beef, clod (shoulder), for roast, without bone, raw","Beef, veal, raw",g,100
03.053,"Beef, clod (shoulder), foreshank removed, raw","Beef, veal, raw",g,100
03.056,"Beef, inside round, topside, raw","Beef, veal, raw",g,100
03.222,"Beef, loin, ribeye roll, raw","Beef, veal, raw",g,100
03.060,"Beef, ribend, for chops, raw","Beef, veal, raw",g,100
03.344,"Beef, rib-eye steak, cube roll, lean, fat trimmed, raw","Beef, veal, raw",g,100
03.054,"Beef, rib-eye steak, raw","Beef, veal, raw",g,100
03.219,"Beef, roast of nuckle, raw","Beef, veal, raw",g,100
03.068,"Beef, short loin, with bone, raw","Beef, veal, raw",g,100
03.052,"Beef, short ribs and brisket plate, raw","Beef, veal, raw",g,100
03.066,"Beef, striploin, raw","Beef, veal, raw",g,100
03.058,"Beef, tenderloin, raw","Beef, veal, raw",g,100
03.064,"Beef, top sirloin butt, raw","Beef, veal, raw",g,100
03.345,"Beef, trimmed fat, raw","Beef, veal, raw",g,100
03.039,"Veal, chops, raw","Beef, veal, raw",g,100
03.037,"Veal, for roast, raw","Beef, veal, raw",g,100
03.151,"Beef pound, salted, boiled","Beef, veal, prepared",g,100
03.280,"Beef, boiled","Beef, veal, prepared",g,100
03.268,"Beef, rib-eye steak, roasted","Beef, veal, prepared",g,100
03.281,"Beef, roastbeef, lightly roasted","Beef, veal, prepared",g,100
03.271,"Beef, striploin, roasted","Beef, veal, prepared",g,100
03.099,"Pork, bacon, with rind, raw","Pork, raw",g,100
03.100,"Pork, belly, cured, raw","Pork, raw",g,100
03.087,"Pork, belly, with rind, raw","Pork, raw",g,100
03.096,"Pork, chops, loin with bones, fat trimmed, raw","Pork, raw",g,100
03.082,"Pork, chops, loin with bones, raw","Pork, raw",g,100
03.201,"Pork, grillbones, spare ribs, raw","Pork, raw",g,100
03.098,"Pork, ham regular, roast, fat trimmed, raw","Pork, raw",g,100
03.346,"Pork, ham, boneless, with fat, for roast, without rind, raw","Pork, raw",g,100
03.091,"Pork, ham, with shank, raw","Pork, raw",g,100
03.207,"Pork, hocks, raw","Pork, raw",g,100
03.208,"Pork, inside round, raw","Pork, raw",g,100
03.083,"Pork, neck chops, raw","Pork, raw",g,100
03.291,"Pork, rib with loin, raw","Pork, raw",g,100
03.095,"Pork, shoulder, raw","Pork, raw",g,100
03.347,"Pork, shoulder, with fat, for roast, raw","Pork, raw",g,100
03.349,"Pork, shredded meat, 70 % ham and 30 % inside round, raw","Pork, raw",g,100
03.090,"Pork, side bacon, raw","Pork, raw",g,100
03.089,"Pork, side, loin with rind, raw","Pork, raw",g,100
03.210,"Pork, striploin, raw","Pork, raw",g,100
03.086,"Pork, tenderloin, loinback, raw","Pork, raw",g,100
03.209,"Pork, tenderloin, raw","Pork, raw",g,100
03.350,"Pork, trimmed fat, raw","Pork, raw",g,100
03.275,"Pork, bacon with rind, pan-fried","Pork, prepared",g,100
03.273,"Pork, chops, loin with bones, fat covered, fried","Pork, prepared",g,100
03.297,"Pork, chops, loin with bones, fat trimmed, fried","Pork, prepared",g,100
03.282,"Pork, for roast, fat covered, roasted","Pork, prepared",g,100
03.296,"Pork, for roast, fat trimmed, roasted","Pork, prepared",g,100
03.272,"Pork, inside round, roasted","Pork, prepared",g,100
03.274,"Pork, neck chops, roasted","Pork, prepared",g,100
03.283,"Pork, rib with loin, roasted","Pork, prepared",g,100
03.285,"Pork, side bacon, without bone, cured, pan-fried","Pork, prepared",g,100
03.126,"Beef, minced meat, max 6 % fat, raw","Other meats, minced, offal, raw",g,100
03.127,"Beef, minced meat, with salt and water, raw","Other meats, minced, offal, raw",g,100
03.397,"Beef, minced meat, without salt and water, raw","Other meats, minced, offal, raw",g,100
03.117,"Blood, beef, raw","Other meats, minced, offal, raw",g,100
03.366,"Chicken, minced meat, raw","Other meats, minced, offal, raw",g,100
03.114,"Fallow deer, raw","Other meats, minced, offal, raw",g,100
03.132,"Hamburger, raw","Other meats, minced, offal, raw",g,100
03.113,"Hare, raw","Other meats, minced, offal, raw",g,100
03.118,"Heart, raw","Other meats, minced, offal, raw",g,100
03.122,"Liver, beef, raw","Other meats, minced, offal, raw",g,100
03.259,"Liver, chicken, raw","Other meats, minced, offal, raw",g,100
03.120,"Liver, lamb, raw","Other meats, minced, offal, raw",g,100
03.123,"Liver, pork, raw","Other meats, minced, offal, raw",g,100
03.121,"Liver, reindeer, raw","Other meats, minced, offal, raw",g,100
03.129,"Meat, minced beef, salt, water or milk, spices and starch added","Other meats, minced, offal, raw",g,100
03.112,"Moose, roasting, raw","Other meats, minced, offal, raw",g,100
03.128,"Pork, minced meat, max 23 % fat, raw","Other meats, minced, offal, raw",g,100
03.348,"Pork, minced meat, raw","Other meats, minced, offal, raw",g,100
03.044,"Rabbit, raw","Other meats, minced, offal, raw",g,100
03.115,"Reindeer, roasting, raw","Other meats, minced, offal, raw",g,100
03.362,"Roe deer, meat, raw","Other meats, minced, offal, raw",g,100
03.033,"Whale, raw","Other meats, minced, offal, raw",g,100
03.252,"Wienerschnitzel, raw","Other meats, minced, offal, raw",g,100
03.365,"Wild boar, meat, raw","Other meats, minced, offal, raw",g,100
03.139,"Beef, minced meat, max 6 % fat, pan-fried without fat","Other meats, minced, offal, prepared",g,100
03.138,"Beef, minced meat, pan-fried, without fat","Other meats, minced, offal, prepared",g,100
03.170,"Black pudding, with animal blood","Other meats, minced, offal, prepared",g,100
03.188,"Ham, boiled, canned","Other meats, minced, offal, prepared",g,100
03.171,"Lungs, hashed, industrially made","Other meats, minced, offal, prepared",g,100
03.452,"Meat rissoles, beef, Gilde","Other meats, minced, offal, prepared",g,100
03.133,"Meat rissoles, beef, industrially made","Other meats, minced, offal, prepared",g,100
03.453,"Meat rissoles, beef, Nordfjord","Other meats, minced, offal, prepared",g,100
03.177,"Meat rissoles, canned","Other meats, minced, offal, prepared",g,100
03.458,"Meat rissoles, chicken","Other meats, minced, offal, prepared",g,100
03.454,"Meat rissoles, First Price","Other meats, minced, offal, prepared",g,100
03.181,"Meat rissoles, reindeer, canned","Other meats, minced, offal, prepared",g,100
03.456,"Meat rissoles, Swedish, Coop","Other meats, minced, offal, prepared",g,100
03.455,"Meat rissoles, Swedish, Gilde","Other meats, minced, offal, prepared",g,100
03.319,"Meat rissoles, turkey and chicken","Other meats, minced, offal, prepared",g,100
03.459,"Meat rissoles, turkey and chicken, Prior","Other meats, minced, offal, prepared",g,100
03.358,"Moose roast, roasted","Other meats, minced, offal, prepared",g,100
03.141,"Pork, minced meat, pan-fried without fat","Other meats, minced, offal, prepared",g,100
03.351,"Reindeer, meat in slices, raw, frozen","Other meats, minced, offal, prepared",g,100
03.352,"Reindeer, meat, raw, dried","Other meats, minced, offal, prepared",g,100
03.260,"Reindeer, meat, smoked","Other meats, minced, offal, prepared",g,100
03.153,"Sausage spread, pork, high fat content",Sausages,g,100
03.356,"Sausage, chicken and turkey, lean",Sausages,g,100
03.361,"Sausage, chicken and turkey, with cheese",Sausages,g,100
03.363,"Sausage, chorizo",Sausages,g,100
03.149,"Sausage, cocktail",Sausages,g,100
03.150,"Sausage, Frankfurter/Wiener",Sausages,g,100
03.449,"Sausage, Frankfurter/Wiener, Finsbråten",Sausages,g,100
03.448,"Sausage, Frankfurter/Wiener, Gilde",Sausages,g,100
03.198,"Sausage, Frankfurter/Wiener, lean, Gilde",Sausages,g,100
03.451,"Sausage, Frankfurter/Wiener, turkey and chicken",Sausages,g,100
03.450,"Sausage, Frankfurter/Wiener, X-tra",Sausages,g,100
03.144,"Sausage, grill",Sausages,g,100
03.444,"Sausage, grill, Gilde",Sausages,g,100
03.199,"Sausage, grill, lean, Gilde",Sausages,g,100
03.445,"Sausage, grill, Nordfjord",Sausages,g,100
03.318,"Sausage, grill, turkey and chicken",Sausages,g,100
03.460,"Sausage, grill, turkey and chicken, Prior",Sausages,g,100
03.461,"Sausage, grill, turkey and chicken, Solvinge",Sausages,g,100
03.357,"Sausage, grill, with cheese",Sausages,g,100
03.443,"Sausage, grill, X-tra",Sausages,g,100
03.147,"Sausage, Knakkpølse",Sausages,g,100
03.446,"Sausage, meat, Gilde",Sausages,g,100
03.146,"Sausage, meat, lean",Sausages,g,100
03.447,"Sausage, meat, Nordfjord",Sausages,g,100
03.145,"Sausage, meat, smoked and unsmoked",Sausages,g,100
03.154,"Sausage, mutton, smoked",Sausages,g,100
03.148,"Sausage, pork, smoked and unsmoked",Sausages,g,100
03.162,"Sausage, reindeer",Sausages,g,100
03.364,"Sausage, salsiccia",Sausages,g,100
03.152,"Sausage, Swedish, Falukorv",Sausages,g,100
03.442,"Beef patties, First Price","Meat products, sandwich meats",g,100
03.439,"Beef patties, Gilde","Meat products, sandwich meats",g,100
03.137,"Beef patties, industrially made","Meat products, sandwich meats",g,100
03.440,"Beef patties, Prima","Meat products, sandwich meats",g,100
03.136,"Beef patties, raw","Meat products, sandwich meats",g,100
03.441,"Beef patties, X-tra","Meat products, sandwich meats",g,100
03.161,"Beef, rolled","Meat products, sandwich meats",g,100
03.106,"Ham, boiled","Meat products, sandwich meats",g,100
03.421,"Ham, boiled, First Price","Meat products, sandwich meats",g,100
03.419,"Ham, boiled, Gilde","Meat products, sandwich meats",g,100
03.420,"Ham, boiled, Nordjord","Meat products, sandwich meats",g,100
03.109,"Ham, cured","Meat products, sandwich meats",g,100
03.111,"Ham, smoke-cured","Meat products, sandwich meats",g,100
